field,types,records_with_field,field_coverage_pct,matched_field_coverage_pct,records_with_value,value_coverage_pct,matched_value_coverage_pct,returned_record_count,submitted_domain_count,occurrences
employee_growth_rate_12_month_by_country.guatemala.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.guatemala.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.guyana,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.guyana.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.guyana.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.hong kong,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.hong kong.12_month_growth_rate,integer|number,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.hong kong.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.hong kong.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.hungary,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.hungary.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.hungary.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.hungary.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.iceland,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.iceland.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.iceland.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.iceland.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.india,object,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.india.12_month_growth_rate,integer|number,23,6.59,10.95,23,6.59,10.95,210,349,23
employee_growth_rate_12_month_by_country.india.12_month_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.india.current_headcount,integer,33,9.46,15.71,33,9.46,15.71,210,349,33
employee_growth_rate_12_month_by_country.indonesia,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.indonesia.12_month_growth_rate,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.indonesia.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.indonesia.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.iran,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.iran.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.iran.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.iran.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.iraq,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.iraq.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.iraq.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.ireland,object,21,6.02,10,21,6.02,10,210,349,21
employee_growth_rate_12_month_by_country.ireland.12_month_growth_rate,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.ireland.12_month_headcount,integer,21,6.02,10,21,6.02,10,210,349,21
employee_growth_rate_12_month_by_country.ireland.current_headcount,integer,21,6.02,10,21,6.02,10,210,349,21
employee_growth_rate_12_month_by_country.israel,object,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.israel.12_month_growth_rate,integer|number,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.israel.12_month_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.israel.current_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.italy,object,20,5.73,9.52,20,5.73,9.52,210,349,20
employee_growth_rate_12_month_by_country.italy.12_month_growth_rate,integer|number,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.italy.12_month_headcount,integer,20,5.73,9.52,20,5.73,9.52,210,349,20
employee_growth_rate_12_month_by_country.italy.current_headcount,integer,20,5.73,9.52,20,5.73,9.52,210,349,20
employee_growth_rate_12_month_by_country.japan,object,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.japan.12_month_growth_rate,integer|number,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.japan.12_month_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.japan.current_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.jordan,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.jordan.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.jordan.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.kenya,object,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.kenya.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.kenya.12_month_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.kenya.current_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.kuwait,object,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.kuwait.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.kuwait.12_month_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.kuwait.current_headcount,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.laos,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.laos.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.laos.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.latvia,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.latvia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.latvia.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.latvia.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.lebanon,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.lebanon.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.lebanon.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.lebanon.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.lithuania,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.lithuania.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.lithuania.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.luxembourg,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.luxembourg.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.luxembourg.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.malaysia,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.malaysia.12_month_growth_rate,integer|number,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.malaysia.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.malaysia.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.maldives,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.maldives.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.maldives.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.maldives.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.mali,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mali.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mali.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mali.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.malta,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.malta.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.malta.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.malta.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.mauritania,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mauritania.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mauritania.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mauritania.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mexico,object,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.mexico.12_month_growth_rate,integer|number,14,4.01,6.67,14,4.01,6.67,210,349,14
employee_growth_rate_12_month_by_country.mexico.12_month_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.mexico.current_headcount,integer,19,5.44,9.05,19,5.44,9.05,210,349,19
employee_growth_rate_12_month_by_country.monaco,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.monaco.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.monaco.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mongolia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mongolia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mongolia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mongolia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.montenegro,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.montenegro.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.montenegro.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.montenegro.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.morocco,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.morocco.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.morocco.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.morocco.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.mozambique,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mozambique.12_month_growth_rate,number,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mozambique.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.mozambique.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.myanmar,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.myanmar.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.myanmar.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.myanmar.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.namibia,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.namibia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.namibia.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.namibia.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.nepal,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.nepal.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.nepal.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.nepal.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.netherlands,object,24,6.88,11.43,24,6.88,11.43,210,349,24
employee_growth_rate_12_month_by_country.netherlands.12_month_growth_rate,integer|number,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.netherlands.12_month_headcount,integer,24,6.88,11.43,24,6.88,11.43,210,349,24
employee_growth_rate_12_month_by_country.netherlands.current_headcount,integer,24,6.88,11.43,24,6.88,11.43,210,349,24
employee_growth_rate_12_month_by_country.new caledonia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.new caledonia.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.new caledonia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.new caledonia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.new zealand,object,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.new zealand.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.new zealand.12_month_headcount,integer,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.new zealand.current_headcount,integer,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.nigeria,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.nigeria.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.nigeria.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.nigeria.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.norway,object,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.norway.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.norway.12_month_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.norway.current_headcount,integer,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.oman,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.oman.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.oman.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.oman.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.other_uncategorized,object,18,5.16,8.57,18,5.16,8.57,210,349,18
employee_growth_rate_12_month_by_country.other_uncategorized.12_month_growth_rate,integer|number,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.other_uncategorized.12_month_headcount,integer,18,5.16,8.57,18,5.16,8.57,210,349,18
employee_growth_rate_12_month_by_country.other_uncategorized.current_headcount,integer,18,5.16,8.57,18,5.16,8.57,210,349,18
employee_growth_rate_12_month_by_country.pakistan,object,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.pakistan.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.pakistan.12_month_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.pakistan.current_headcount,integer,9,2.58,4.29,9,2.58,4.29,210,349,9
employee_growth_rate_12_month_by_country.palestine,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.palestine.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.palestine.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.palestine.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.papua new guinea,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.papua new guinea.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.papua new guinea.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.peru,object,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.peru.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.peru.12_month_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.peru.current_headcount,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.philippines,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.philippines.12_month_growth_rate,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.philippines.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.philippines.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.poland,object,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.poland.12_month_growth_rate,integer|number,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.poland.12_month_headcount,integer,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.poland.current_headcount,integer,12,3.44,5.71,12,3.44,5.71,210,349,12
employee_growth_rate_12_month_by_country.portugal,object,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.portugal.12_month_growth_rate,integer|number,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.portugal.12_month_headcount,integer,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.portugal.current_headcount,integer,16,4.58,7.62,16,4.58,7.62,210,349,16
employee_growth_rate_12_month_by_country.puerto rico,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.puerto rico.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.puerto rico.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.puerto rico.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.qatar,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.qatar.12_month_growth_rate,integer|number,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.qatar.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.qatar.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.republic of the congo,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.republic of the congo.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.republic of the congo.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.republic of the congo.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.romania,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.romania.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.romania.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.romania.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.russia,object,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.russia.12_month_growth_rate,integer,4,1.15,1.9,4,1.15,1.9,210,349,4
employee_growth_rate_12_month_by_country.russia.12_month_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.russia.current_headcount,integer,8,2.29,3.81,8,2.29,3.81,210,349,8
employee_growth_rate_12_month_by_country.rwanda,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.rwanda.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.rwanda.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.réunion,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.réunion.12_month_growth_rate,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.réunion.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.réunion.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.saint lucia,object,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.saint lucia.12_month_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.saint lucia.current_headcount,integer,1,0.29,0.48,1,0.29,0.48,210,349,1
employee_growth_rate_12_month_by_country.saudi arabia,object,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.saudi arabia.12_month_growth_rate,integer|number,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.saudi arabia.12_month_headcount,integer,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.saudi arabia.current_headcount,integer,13,3.72,6.19,13,3.72,6.19,210,349,13
employee_growth_rate_12_month_by_country.senegal,object,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.senegal.12_month_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.senegal.current_headcount,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.serbia,object,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.serbia.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.serbia.12_month_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.serbia.current_headcount,integer,6,1.72,2.86,6,1.72,2.86,210,349,6
employee_growth_rate_12_month_by_country.singapore,object,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_country.singapore.12_month_growth_rate,integer|number,7,2.01,3.33,7,2.01,3.33,210,349,7
employee_growth_rate_12_month_by_country.singapore.12_month_headcount,integer,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_country.singapore.current_headcount,integer,17,4.87,8.1,17,4.87,8.1,210,349,17
employee_growth_rate_12_month_by_country.slovakia,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovakia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovakia.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovakia.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovenia,object,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovenia.12_month_growth_rate,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovenia.12_month_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.slovenia.current_headcount,integer,2,0.57,0.95,2,0.57,0.95,210,349,2
employee_growth_rate_12_month_by_country.south africa,object,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.south africa.12_month_growth_rate,integer,5,1.43,2.38,5,1.43,2.38,210,349,5
employee_growth_rate_12_month_by_country.south africa.12_month_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.south africa.current_headcount,integer,11,3.15,5.24,11,3.15,5.24,210,349,11
employee_growth_rate_12_month_by_country.south korea,object,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.south korea.12_month_growth_rate,integer,3,0.86,1.43,3,0.86,1.43,210,349,3
employee_growth_rate_12_month_by_country.south korea.12_month_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.south korea.current_headcount,integer,10,2.87,4.76,10,2.87,4.76,210,349,10
employee_growth_rate_12_month_by_country.south sudan,object,1,0.29,0.48,1,0.29,0.48,210,349,1
